"filename", "language", "TypeScript JSX", "JSON with Comments", "TypeScript", "JavaScript", "JSON", "XML", "Markdown", "MS SQL", "comment", "blank", "total"
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-campaign.entity.ts", "TypeScript", 0, 0, -34, 0, 0, 0, 0, 0, -20, -17, -71
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-complaint.entity.ts", "TypeScript", 0, 0, -39, 0, 0, 0, 0, 0, -23, -19, -81
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-form.entity.ts", "TypeScript", 0, 0, -40, 0, 0, 0, 0, 0, -43, -18, -101
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-language.entity.ts", "TypeScript", 0, 0, -16, 0, 0, 0, 0, 0, -18, -7, -41
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-notification.entity.ts", "TypeScript", 0, 0, -21, 0, 0, 0, 0, 0, -16, -10, -47
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-qr-code.entity.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, 0, -18, -15, -66
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-question-condition.entity.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, -16, -11, -55
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-question-option.entity.ts", "TypeScript", 0, 0, -20, 0, 0, 0, 0, 0, -7, -8, -35
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-question-type.enum.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, -9, -5, -42
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-question.entity.ts", "TypeScript", 0, 0, -47, 0, 0, 0, 0, 0, -17, -20, -84
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-section.entity.ts", "TypeScript", 0, 0, -27, 0, 0, 0, 0, 0, -6, -11, -44
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-settings.entity.ts", "TypeScript", 0, 0, -36, 0, 0, 0, 0, 0, -33, -21, -90
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-submission.entity.ts", "TypeScript", 0, 0, -31, 0, 0, 0, 0, 0, -20, -15, -66
"d:\HDSP_HYBRID\backend\src\modules\feedback\entities\feedback-translation.entity.ts", "TypeScript", 0, 0, -23, 0, 0, 0, 0, 0, -22, -11, -56
"d:\HDSP_HYBRID\backend\src\modules\feedback\feedback.module.ts", "TypeScript", 0, 0, -115, 0, 0, 0, 0, 0, -80, -16, -211
"d:\HDSP_HYBRID\backend\src\modules\feedback\forms\feedback-form.controller.ts", "TypeScript", 0, 0, -161, 0, 0, 0, 0, 0, -26, -31, -218
"d:\HDSP_HYBRID\backend\src\modules\feedback\forms\feedback-form.service.ts", "TypeScript", 0, 0, -305, 0, 0, 0, 0, 0, -62, -33, -400
"d:\HDSP_HYBRID\backend\src\modules\feedback\languages\feedback-language.controller.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, -7, -5, -44
"d:\HDSP_HYBRID\backend\src\modules\feedback\languages\feedback-language.service.ts", "TypeScript", 0, 0, -30, 0, 0, 0, 0, 0, -1, -5, -36
"d:\HDSP_HYBRID\backend\src\modules\feedback\notifications\feedback-notification.controller.ts", "TypeScript", 0, 0, -42, 0, 0, 0, 0, 0, -5, -6, -53
"d:\HDSP_HYBRID\backend\src\modules\feedback\notifications\feedback-notification.service.ts", "TypeScript", 0, 0, -51, 0, 0, 0, 0, 0, -9, -10, -70
"d:\HDSP_HYBRID\backend\src\modules\feedback\public\feedback-public.controller.ts", "TypeScript", 0, 0, -35, 0, 0, 0, 0, 0, -11, -5, -51
"d:\HDSP_HYBRID\backend\src\modules\feedback\public\feedback-public.service.ts", "TypeScript", 0, 0, -216, 0, 0, 0, 0, 0, -61, -26, -303
"d:\HDSP_HYBRID\backend\src\modules\feedback\qr\feedback-qr.controller.ts", "TypeScript", 0, 0, -66, 0, 0, 0, 0, 0, -6, -10, -82
"d:\HDSP_HYBRID\backend\src\modules\feedback\qr\feedback-qr.service.ts", "TypeScript", 0, 0, -126, 0, 0, 0, 0, 0, -22, -17, -165
"d:\HDSP_HYBRID\backend\src\modules\feedback\questions\feedback-question.controller.ts", "TypeScript", 0, 0, -82, 0, 0, 0, 0, 0, -12, -15, -109
"d:\HDSP_HYBRID\backend\src\modules\feedback\questions\feedback-question.service.ts", "TypeScript", 0, 0, -250, 0, 0, 0, 0, 0, -15, -30, -295
"d:\HDSP_HYBRID\backend\src\modules\feedback\reports\feedback-report.controller.ts", "TypeScript", 0, 0, -70, 0, 0, 0, 0, 0, -12, -6, -88
"d:\HDSP_HYBRID\backend\src\modules\feedback\reports\feedback-report.service.ts", "TypeScript", 0, 0, -142, 0, 0, 0, 0, 0, -16, -19, -177
"d:\HDSP_HYBRID\backend\src\modules\feedback\responses\feedback-response.controller.ts", "TypeScript", 0, 0, -26, 0, 0, 0, 0, 0, -5, -4, -35
"d:\HDSP_HYBRID\backend\src\modules\feedback\responses\feedback-response.service.ts", "TypeScript", 0, 0, -46, 0, 0, 0, 0, 0, -9, -7, -62
"d:\HDSP_HYBRID\backend\src\modules\feedback\settings\feedback-settings.controller.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, -5, -4, -37
"d:\HDSP_HYBRID\backend\src\modules\feedback\settings\feedback-settings.service.ts", "TypeScript", 0, 0, -61, 0, 0, 0, 0, 0, -72, -12, -145
"d:\HDSP_HYBRID\backend\src\modules\feedback\translations\feedback-translation.controller.ts", "TypeScript", 0, 0, -44, 0, 0, 0, 0, 0, -7, -5, -56
"d:\HDSP_HYBRID\backend\src\modules\feedback\translations\feedback-translation.service.ts", "TypeScript", 0, 0, -125, 0, 0, 0, 0, 0, -29, -20, -174
"d:\HDSP_HYBRID\backend\src\modules\his\__tests__\oracle-transport.conformance.spec.ts", "TypeScript", 0, 0, -102, 0, 0, 0, 0, 0, -29, -21, -152
"d:\HDSP_HYBRID\backend\src\modules\his\billing\billing.service.ts", "TypeScript", 0, 0, -231, 0, 0, 0, 0, 0, -30, -36, -297
"d:\HDSP_HYBRID\backend\src\modules\his\billing\his-loyalty-bridge.service.ts", "TypeScript", 0, 0, -176, 0, 0, 0, 0, 0, -33, -18, -227
"d:\HDSP_HYBRID\backend\src\modules\his\cloud-oracle.transport.ts", "TypeScript", 0, 0, -106, 0, 0, 0, 0, 0, -87, -22, -215
"d:\HDSP_HYBRID\backend\src\modules\his\config\his-config.helpers.ts", "TypeScript", 0, 0, -39, 0, 0, 0, 0, 0, -76, -6, -121
"d:\HDSP_HYBRID\backend\src\modules\his\config\his-config.module.ts", "TypeScript", 0, 0, -35, 0, 0, 0, 0, 0, -23, -2, -60
"d:\HDSP_HYBRID\backend\src\modules\his\config\his-config.service.ts", "TypeScript", 0, 0, -120, 0, 0, 0, 0, 0, -42, -18, -180
"d:\HDSP_HYBRID\backend\src\modules\his\config\his-schema-config.entity.ts", "TypeScript", 0, 0, -17, 0, 0, 0, 0, 0, -19, -6, -42
"d:\HDSP_HYBRID\backend\src\modules\his\direct-oracle.transport.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, -12, -7, -51
"d:\HDSP_HYBRID\backend\src\modules\his\his.controller.ts", "TypeScript", 0, 0, -155, 0, 0, 0, 0, 0, -27, -17, -199
"d:\HDSP_HYBRID\backend\src\modules\his\his.module.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, 0, -2, -45
"d:\HDSP_HYBRID\backend\src\modules\his\his.types.ts", "TypeScript", 0, 0, -88, 0, 0, 0, 0, 0, -7, -8, -103
"d:\HDSP_HYBRID\backend\src\modules\his\oracle-pool.service.ts", "TypeScript", 0, 0, -115, 0, 0, 0, 0, 0, -40, -15, -170
"d:\HDSP_HYBRID\backend\src\modules\his\patient\patient.service.ts", "TypeScript", 0, 0, -224, 0, 0, 0, 0, 0, -18, -31, -273
"d:\HDSP_HYBRID\backend\src\modules\his\reference\__tests__\reference.service.spec.ts", "TypeScript", 0, 0, -86, 0, 0, 0, 0, 0, 0, -16, -102
"d:\HDSP_HYBRID\backend\src\modules\his\reference\reference.service.ts", "TypeScript", 0, 0, -222, 0, 0, 0, 0, 0, -16, -32, -270
"d:\HDSP_HYBRID\backend\src\modules\his\sync\his-sync.controller.ts", "TypeScript", 0, 0, -55, 0, 0, 0, 0, 0, -22, -6, -83
"d:\HDSP_HYBRID\backend\src\modules\his\sync\his-sync.module.ts", "TypeScript", 0, 0, -23, 0, 0, 0, 0, 0, -9, -2, -34
"d:\HDSP_HYBRID\backend\src\modules\his\sync\his-sync.scheduler.ts", "TypeScript", 0, 0, -55, 0, 0, 0, 0, 0, -32, -12, -99
"d:\HDSP_HYBRID\backend\src\modules\his\sync\his-sync.service.ts", "TypeScript", 0, 0, -334, 0, 0, 0, 0, 0, -89, -43, -466
"d:\HDSP_HYBRID\backend\src\modules\his\token\his-bridge.processor.ts", "TypeScript", 0, 0, -18, 0, 0, 0, 0, 0, -12, -6, -36
"d:\HDSP_HYBRID\backend\src\modules\his\token\his-token-bridge.service.ts", "TypeScript", 0, 0, -279, 0, 0, 0, 0, 0, -78, -27, -384
"d:\HDSP_HYBRID\backend\src\modules\his\visit\visit.service.ts", "TypeScript", 0, 0, -109, 0, 0, 0, 0, 0, 0, -15, -124
"d:\HDSP_HYBRID\backend\src\modules\licensing\__tests__\license-provider.conformance.spec.ts", "TypeScript", 0, 0, -105, 0, 0, 0, 0, 0, -13, -11, -129
"d:\HDSP_HYBRID\backend\src\modules\licensing\__tests__\license.service.spec.ts", "TypeScript", 0, 0, -135, 0, 0, 0, 0, 0, -7, -31, -173
"d:\HDSP_HYBRID\backend\src\modules\licensing\decorators\require-module.decorator.ts", "TypeScript", 0, 0, -3, 0, 0, 0, 0, 0, -8, -3, -14
"d:\HDSP_HYBRID\backend\src\modules\licensing\dto\license-request.dto.ts", "TypeScript", 0, 0, -16, 0, 0, 0, 0, 0, 0, -3, -19
"d:\HDSP_HYBRID\backend\src\modules\licensing\dto\register-hospital.dto.ts", "TypeScript", 0, 0, -19, 0, 0, 0, 0, 0, 0, -6, -25
"d:\HDSP_HYBRID\backend\src\modules\licensing\dto\upload-license.dto.ts", "TypeScript", 0, 0, -8, 0, 0, 0, 0, 0, 0, -2, -10
"d:\HDSP_HYBRID\backend\src\modules\licensing\dto\vendor-webhook.dto.ts", "TypeScript", 0, 0, -78, 0, 0, 0, 0, 0, -33, -17, -128
"d:\HDSP_HYBRID\backend\src\modules\licensing\entities\license-master.entity.ts", "TypeScript", 0, 0, -39, 0, 0, 0, 0, 0, -5, -18, -62
"d:\HDSP_HYBRID\backend\src\modules\licensing\entities\license-request.entity.ts", "TypeScript", 0, 0, -27, 0, 0, 0, 0, 0, -9, -12, -48
"d:\HDSP_HYBRID\backend\src\modules\licensing\entities\subscription-license.entity.ts", "TypeScript", 0, 0, -35, 0, 0, 0, 0, 0, -26, -16, -77
"d:\HDSP_HYBRID\backend\src\modules\licensing\entities\vendor-registration.entity.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, 0, -10, -15, -58
"d:\HDSP_HYBRID\backend\src\modules\licensing\license.controller.ts", "TypeScript", 0, 0, -225, 0, 0, 0, 0, 0, -31, -29, -285
"d:\HDSP_HYBRID\backend\src\modules\licensing\license.guard.ts", "TypeScript", 0, 0, -34, 0, 0, 0, 0, 0, -10, -8, -52
"d:\HDSP_HYBRID\backend\src\modules\licensing\license.module.ts", "TypeScript", 0, 0, -48, 0, 0, 0, 0, 0, -10, -2, -60
"d:\HDSP_HYBRID\backend\src\modules\licensing\license.service.ts", "TypeScript", 0, 0, -470, 0, 0, 0, 0, 0, -107, -64, -641
"d:\HDSP_HYBRID\backend\src\modules\licensing\providers\file-license.provider.ts", "TypeScript", 0, 0, -13, 0, 0, 0, 0, 0, -16, -3, -32
"d:\HDSP_HYBRID\backend\src\modules\licensing\providers\subscription-license.provider.ts", "TypeScript", 0, 0, -63, 0, 0, 0, 0, 0, -23, -8, -94
"d:\HDSP_HYBRID\backend\src\modules\licensing\vendor-sync.service.ts", "TypeScript", 0, 0, -193, 0, 0, 0, 0, 0, -6, -31, -230
"d:\HDSP_HYBRID\backend\src\modules\loyalty\campaign\campaign.controller.ts", "TypeScript", 0, 0, -76, 0, 0, 0, 0, 0, -1, -9, -86
"d:\HDSP_HYBRID\backend\src\modules\loyalty\campaign\campaign.scheduler.ts", "TypeScript", 0, 0, -92, 0, 0, 0, 0, 0, -13, -15, -120
"d:\HDSP_HYBRID\backend\src\modules\loyalty\campaign\campaign.service.ts", "TypeScript", 0, 0, -141, 0, 0, 0, 0, 0, -21, -18, -180
"d:\HDSP_HYBRID\backend\src\modules\loyalty\dto\campaign.dto.ts", "TypeScript", 0, 0, -73, 0, 0, 0, 0, 0, -2, -14, -89
"d:\HDSP_HYBRID\backend\src\modules\loyalty\dto\card-config.dto.ts", "TypeScript", 0, 0, -60, 0, 0, 0, 0, 0, 0, -10, -70
"d:\HDSP_HYBRID\backend\src\modules\loyalty\dto\earn-points.dto.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, 0, 0, -6, -39
"d:\HDSP_HYBRID\backend\src\modules\loyalty\dto\enroll.dto.ts", "TypeScript", 0, 0, -23, 0, 0, 0, 0, 0, 0, -5, -28
"d:\HDSP_HYBRID\backend\src\modules\loyalty\dto\redeem.dto.ts", "TypeScript", 0, 0, -36, 0, 0, 0, 0, 0, 0, -9, -45
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\campaign.entity.ts", "TypeScript", 0, 0, -40, 0, 0, 0, 0, 0, -5, -18, -63
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\card-category.entity.ts", "TypeScript", 0, 0, -40, 0, 0, 0, 0, 0, -16, -17, -73
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\loyalty-account.entity.ts", "TypeScript", 0, 0, -58, 0, 0, 0, 0, 0, -6, -25, -89
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\loyalty-transaction.entity.ts", "TypeScript", 0, 0, -47, 0, 0, 0, 0, 0, -5, -20, -72
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\reward-catalog.entity.ts", "TypeScript", 0, 0, -30, 0, 0, 0, 0, 0, -7, -13, -50
"d:\HDSP_HYBRID\backend\src\modules\loyalty\entities\reward-redemption.entity.ts", "TypeScript", 0, 0, -37, 0, 0, 0, 0, 0, -5, -14, -56
"d:\HDSP_HYBRID\backend\src\modules\loyalty\loyalty.controller.ts", "TypeScript", 0, 0, -185, 0, 0, 0, 0, 0, -13, -18, -216
"d:\HDSP_HYBRID\backend\src\modules\loyalty\loyalty.module.ts", "TypeScript", 0, 0, -63, 0, 0, 0, 0, 0, -17, -2, -82
"d:\HDSP_HYBRID\backend\src\modules\loyalty\loyalty.processor.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, -5, -5, -42
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\__tests__\point-engine.service.spec.ts", "TypeScript", 0, 0, -202, 0, 0, 0, 0, 0, -7, -49, -258
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\card-config.service.ts", "TypeScript", 0, 0, -88, 0, 0, 0, 0, 0, -12, -13, -113
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\enrollment.service.ts", "TypeScript", 0, 0, -291, 0, 0, 0, 0, 0, -53, -32, -376
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\point-engine.service.ts", "TypeScript", 0, 0, -86, 0, 0, 0, 0, 0, -20, -20, -126
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\redemption.service.ts", "TypeScript", 0, 0, -224, 0, 0, 0, 0, 0, -27, -23, -274
"d:\HDSP_HYBRID\backend\src\modules\loyalty\services\transaction.service.ts", "TypeScript", 0, 0, -451, 0, 0, 0, 0, 0, -40, -49, -540
"d:\HDSP_HYBRID\backend\src\modules\notifications\dto\notification.dto.ts", "TypeScript", 0, 0, -69, 0, 0, 0, 0, 0, 0, -24, -93
"d:\HDSP_HYBRID\backend\src\modules\notifications\entities\notification-log.entity.ts", "TypeScript", 0, 0, -46, 0, 0, 0, 0, 0, -13, -18, -77
"d:\HDSP_HYBRID\backend\src\modules\notifications\entities\notification-template.entity.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, 0, -24, -13, -70
"d:\HDSP_HYBRID\backend\src\modules\notifications\notification.controller.ts", "TypeScript", 0, 0, -109, 0, 0, 0, 0, 0, -10, -13, -132
"d:\HDSP_HYBRID\backend\src\modules\notifications\notification.module.ts", "TypeScript", 0, 0, -51, 0, 0, 0, 0, 0, -32, -2, -85
"d:\HDSP_HYBRID\backend\src\modules\notifications\notification.processor.ts", "TypeScript", 0, 0, -74, 0, 0, 0, 0, 0, -8, -18, -100
"d:\HDSP_HYBRID\backend\src\modules\notifications\notification.service.ts", "TypeScript", 0, 0, -185, 0, 0, 0, 0, 0, -28, -31, -244
"d:\HDSP_HYBRID\backend\src\modules\notifications\notification.types.ts", "TypeScript", 0, 0, -27, 0, 0, 0, 0, 0, -9, -5, -41
"d:\HDSP_HYBRID\backend\src\modules\notifications\providers\__tests__\notification-provider.conformance.spec.ts", "TypeScript", 0, 0, -138, 0, 0, 0, 0, 0, -21, -20, -179
"d:\HDSP_HYBRID\backend\src\modules\notifications\providers\cloud-notification.provider.ts", "TypeScript", 0, 0, -93, 0, 0, 0, 0, 0, -28, -9, -130
"d:\HDSP_HYBRID\backend\src\modules\notifications\providers\local-notification.provider.ts", "TypeScript", 0, 0, -50, 0, 0, 0, 0, 0, -32, -9, -91
"d:\HDSP_HYBRID\backend\src\modules\notifications\providers\whatsapp.transport.ts", "TypeScript", 0, 0, -15, 0, 0, 0, 0, 0, -9, -3, -27
"d:\HDSP_HYBRID\backend\src\modules\notifications\whatsapp.service.ts", "TypeScript", 0, 0, -77, 0, 0, 0, 0, 0, -15, -11, -103
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\decorators\require-feature.decorator.ts", "TypeScript", 0, 0, -3, 0, 0, 0, 0, 0, -17, -3, -23
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\dto\upsert-feature-flag.dto.ts", "TypeScript", 0, 0, -21, 0, 0, 0, 0, 0, -7, -6, -34
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\entities\feature-flag.entity.ts", "TypeScript", 0, 0, -25, 0, 0, 0, 0, 0, -29, -11, -65
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\feature-flags-admin.controller.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, 0, -12, -4, -49
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\feature-flags.module.ts", "TypeScript", 0, 0, -13, 0, 0, 0, 0, 0, -8, -2, -23
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\feature-flags.service.ts", "TypeScript", 0, 0, -95, 0, 0, 0, 0, 0, -35, -18, -148
"d:\HDSP_HYBRID\backend\src\modules\platform\feature-flags\guards\require-feature.guard.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, -15, -5, -48
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\licensing\license-provider.interface.ts", "TypeScript", 0, 0, -19, 0, 0, 0, 0, 0, -24, -2, -45
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\notifications\notification-provider.interface.ts", "TypeScript", 0, 0, -15, 0, 0, 0, 0, 0, -52, -8, -75
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\notifications\notification-transport.interface.ts", "TypeScript", 0, 0, -8, 0, 0, 0, 0, 0, -21, -1, -30
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\oracle\oracle-transport.interface.ts", "TypeScript", 0, 0, -18, 0, 0, 0, 0, 0, -38, -6, -62
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\platform-infrastructure.module.ts", "TypeScript", 0, 0, -19, 0, 0, 0, 0, 0, -4, -2, -25
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\secrets\environment-secrets.provider.ts", "TypeScript", 0, 0, -11, 0, 0, 0, 0, 0, -1, -3, -15
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\secrets\secrets.interface.ts", "TypeScript", 0, 0, -3, 0, 0, 0, 0, 0, -3, -1, -7
"d:\HDSP_HYBRID\backend\src\modules\platform\infrastructure\tokens.ts", "TypeScript", 0, 0, -6, 0, 0, 0, 0, 0, -19, -1, -26
"d:\HDSP_HYBRID\backend\src\modules\platform\platform.module.ts", "TypeScript", 0, 0, -20, 0, 0, 0, 0, 0, 0, -2, -22
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\adapters\azure-openai.provider.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, 0, -4, -47
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\adapters\google-gemini.provider.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, -1, -4, -48
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\adapters\ollama.provider.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, 0, -4, -47
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\adapters\openai-compatible.provider.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, 0, -4, -47
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\adapters\openai.provider.ts", "TypeScript", 0, 0, -43, 0, 0, 0, 0, 0, 0, -4, -47
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\administration\ai-administration.facade.ts", "TypeScript", 0, 0, -16, 0, 0, 0, 0, 0, -5, -7, -28
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\administration\policy-simulator.service.ts", "TypeScript", 0, 0, -21, 0, 0, 0, 0, 0, -1, -5, -27
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\ai-platform.module.ts", "TypeScript", 0, 0, -57, 0, 0, 0, 0, 0, -1, -2, -60
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\approval\ai-approval-framework.ts", "TypeScript", 0, 0, -18, 0, 0, 0, 0, 0, 0, -3, -21
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\audit\audit-replay.service.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, -3, -7, -38
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\capabilities\ai-capability-registry.service.ts", "TypeScript", 0, 0, -30, 0, 0, 0, 0, 0, 0, -6, -36
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\clinical-safety\clinical-safety.engine.ts", "TypeScript", 0, 0, -44, 0, 0, 0, 0, 0, -1, -10, -55
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\context\ai-context.builder.ts", "TypeScript", 0, 0, -53, 0, 0, 0, 0, 0, -6, -9, -68
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\cost\ai-cost-calculator.service.ts", "TypeScript", 0, 0, -17, 0, 0, 0, 0, 0, 0, -6, -23
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\cost\ai-cost-tracker.service.ts", "TypeScript", 0, 0, -13, 0, 0, 0, 0, 0, -4, -4, -21
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\cost\ai-rate-limiter.service.ts", "TypeScript", 0, 0, -9, 0, 0, 0, 0, 0, -2, -3, -14
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\cost\cost-forecasting.service.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, 0, -5, -37
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\cost\pricing.repository.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, -1, -5, -38
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\entities\ai-audit-trail.entity.ts", "TypeScript", 0, 0, -54, 0, 0, 0, 0, 0, -2, -26, -82
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\entities\ai-traceability.entity.ts", "TypeScript", 0, 0, -19, 0, 0, 0, 0, 0, -4, -7, -30
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\entities\ai-usage.entity.ts", "TypeScript", 0, 0, -28, 0, 0, 0, 0, 0, 0, -13, -41
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\entities\prompt-template.entity.ts", "TypeScript", 0, 0, -49, 0, 0, 0, 0, 0, 0, -23, -72
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\evaluation\ai-benchmark.framework.ts", "TypeScript", 0, 0, -57, 0, 0, 0, 0, 0, -1, -6, -64
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\evaluation\ai-evaluation-framework.service.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, 0, -2, -6, -40
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\evaluation\entities\evaluation-dataset.entity.ts", "TypeScript", 0, 0, -15, 0, 0, 0, 0, 0, 0, -3, -18
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\evaluation\evaluation-dataset.repository.ts", "TypeScript", 0, 0, -18, 0, 0, 0, 0, 0, 0, -5, -23
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\evaluation\prompt-evaluation.system.ts", "TypeScript", 0, 0, -35, 0, 0, 0, 0, 0, -1, -6, -42
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\exceptions\ai-exceptions.ts", "TypeScript", 0, 0, -42, 0, 0, 0, 0, 0, 0, -7, -49
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\feature-flags\ai-feature-flags.service.ts", "TypeScript", 0, 0, -16, 0, 0, 0, 0, 0, -3, -6, -25
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\governance\ai-governance-policy.interface.ts", "TypeScript", 0, 0, -11, 0, 0, 0, 0, 0, -4, -3, -18
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\governance\ai-request-classification.ts", "TypeScript", 0, 0, -15, 0, 0, 0, 0, 0, 0, -2, -17
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\governance\governance-simulation.service.ts", "TypeScript", 0, 0, -39, 0, 0, 0, 0, 0, -6, -7, -52
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\governance\governance.pipeline.ts", "TypeScript", 0, 0, -37, 0, 0, 0, 0, 0, -11, -8, -56
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\interfaces\ai-capability.interface.ts", "TypeScript", 0, 0, -31, 0, 0, 0, 0, 0, -1, -5, -37
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\interfaces\ai-execution.interface.ts", "TypeScript", 0, 0, -45, 0, 0, 0, 0, 0, 0, -6, -51
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\interfaces\ai-provider.interface.ts", "TypeScript", 0, 0, -23, 0, 0, 0, 0, 0, -7, -5, -35
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\interfaces\ai-streaming.interface.ts", "TypeScript", 0, 0, -16, 0, 0, 0, 0, 0, 0, -3, -19
"d:\HDSP_HYBRID\backend\src\modules\platform\services\ai-platform\interfaces\ai-token-estimator.interface.ts", "TypeScript", 0, 0, -3, 0, 0, 0, 0, 0, 0, -1, -4
